"SongNumber","Title","ArtistName","AlbumName","ArtistLatitude","ArtistLongitude","ArtistLocation","Duration","Loudness","Hotness","Tempo","Year","KeySignature","KeySignatureConfidence","TimeSignature","TimeSignatureConfidence"
4477,"Maybe I'm Crazy (Single original version_ 2008 Digital Remaster)","Laid Back","Good Vibes - The Very Best of Laid Back",56.27609,9.51695,"Denmark",196.72771,-4.854,0.2396290978,124.534,0,10,0.584,4,0.902
4478,"Melodioso","Tom Barabas","Mosaic",,,,249.20771,-14.094,"nan",121.001,0,4,0.515,3,0.692
4479,"Guardian Angel","Novaspace","Supernova",,,"Berlin Germany",231.54893,-7.299,0.2669551863,185.97,2002,2,0.783,4,0.032
4480,"Her Golden Robe In Silence Veiled","Autumnblaze","DämmerElbenTragödie",,,,286.24934,-9.033,0.4079017172,119.428,1999,9,0.509,4,0.695
4481,"The Greed Of Our Stare","Hatesex","Unwant",,,,307.87873,-8.506,"nan",180.129,0,0,0.737,3,1
4482,"Church Hangover","George Lopez","El Mas Chingon",,,"ORANGE California",270.68036,-16.724,"nan",101.455,2006,9,0.022,1,0
4483,"The Ride (Album)","Cinder","House Full Of No Trust",,,,218.61832,-5.025,0.2120454055,157.909,2006,6,0.518,4,0.686
4484,"Same Old Song","Kris Kristofferson","Original Album Classics",25.89958,-97.49553,"Brownsville TX",194.37669,-11.663,0.3603705827,74.809,1974,2,0.582,4,0
4485,"The Contracting Perception Of Consciousness","Rui Da Silva","Praying Mantis",51.50632,-0.12714,"London",448.62649,-12.161,"nan",123.007,0,1,0.399,4,0.045
4486,"No Survivors","Speedball","Maximum Speed",,,"Speedball",212.21832,-9.191,0.2551030355,159.702,1998,5,0.285,1,0
4487,"I Got Stripes (Live)","Johnny Cash","The Legend",,,"Kingsland AR",112.95302,-7.087,0.3264782375,118.041,2006,4,0.086,4,0.945
4488,"Two Little Fishes_ Five Loaves Of Bread","Sister Rosetta Tharpe","Complete / Intégrale Vol. 5 (1953-1957)",35.00459,-91.25019,"Cotton Plant AR",156.42077,-11.459,"nan",89.995,0,5,0.132,5,1
4489,"Falling Bombs","BigElf","Hex",,,,298.13506,-4.683,0.6420910376,64.006,2003,0,0.68,1,0.453
4490,"No More Blues (Chega de Saudade)","Eliane Elias","Fantasia",-23.56287,-46.65466,"Sao Paulo Brazil",326.42567,-24.83,0.2150803185,95.111,1992,5,0.485,3,0.492
4491,"Ja (Hanno's Poppersmonstermix)","2raumwohnung","36 Grad Remixe",52.51607,13.37698,"Berlin Germany",357.85098,-8.525,0.2658610492,125.995,2007,7,0.002,5,1
4492,"Time to come true","SOJA","Peace in a time of war",,,,235.17995,-7.7,"nan",145.949,0,5,0.096,4,0.145
4493,"Error","Babylon Disco","Natsukashii",59.37991,13.49942,"Karlstad",208.90077,-10.196,0.3320709823,89.927,2007,0,0.557,4,1
4494,"Sometimes","Tanto Metro & Devonte","The Beat Goes On",,,,207.56853,-9.01,0,105.671,0,6,0.346,4,0.143
4495,"My Life Would Suck Without You","Kelly Clarkson","My Life Would Suck Without You",,,,230.63465,-5.953,"nan",135.914,2009,9,0.019,4,0.394
4496,"Wave","Dave Eggar","Angelic Embrace",34.05349,-118.24532,"California - LA",225.04444,-23.15,0,100.893,2002,1,0.848,4,0.544
4497,"I'm Just Wonderin' Part 2","Jimmy Witherspoon","Urban Blues Singing Legend 1949-1951",33.92192,-93.14939,"Gurdon AR",147.69587,-12.437,"nan",94.105,0,3,0.241,3,1
4498,"What'd I Say","Donnie Brooks","The Best of Donnie Brooks",32.77815,-96.7954,"Dallas Texas",174.34077,-10.362,"nan",113.082,2001,0,0.127,4,0.717
4499,"Winter (Four Seasons)","Ulytau","Two Warriors",,,,233.76934,-5.779,0.5090399145,140.13,0,5,0.482,4,0
4500,"Bed Crumbs","Fudge Tunnel","In A Word",52.94922,-1.14392,"Nottingham",124.94322,-7.31,0.480238748,120.703,1991,11,0.038,4,0.005
4501,"Hallelujah","The Nelons","Something Beautiful",,,,200.202,-11.236,"nan",108.914,0,7,0.95,4,0.155
4502,"Creeper Kamikaze","The Exies","Inertia",,,"Los Angeles CA",201.87383,-4.998,0.6923299274,113.326,2003,10,0.474,4,0.824
4503,"J'l'ai pas dit","Edgar Bori","Fous les canards",45.51228,-73.55439,"Montreal",264.61995,-8.224,"nan",117.295,0,11,0.522,1,0.253
4504,"Wa'ahila (Instrumental - Bonus Track)","Ray Kane","The Legendary Ray Kane : Old Slack Key",,,,107.7024,-19.157,"nan",163.385,0,9,0,4,0
4505,"Whatever's Cool With Me (LP Version)","Dinosaur Jr.","Whatever's Cool With Me",,,"Amherst MA",271.12444,-6.051,"nan",152.461,1991,0,0.62,4,0.369
4506,"Seuraavassa elämässä","Kaija Koo","Lauluja rakkaudesta",,,,227.36934,-8.521,0.5429656376,121.981,1995,2,0.675,4,1
4507,"Drive In Saturday - (Tribute to David Bowie)","Ashes to Ashes","A Tribute To David Bowie Vol 1",64.55653,12.66538,"NORWAY",254.32771,-12.22,"nan",94.888,0,7,0,3,1
4508,"Do You Ever Think Of Me","Gordon MacRae","Stars Of The Summer Night",,,,179.59138,-16.215,"nan",77.929,0,3,0.125,5,0.94
4509,"Everything You Touch Is a Song","The Winans","Carry me Home - The Power Of Gospel",,,"Detroit MI",319.60771,-13.792,0.5729201479,102.328,0,8,0.346,4,0.906
4510,"My First Day At School","Brian Dullaghan","Have Fun Learning - 14 Sing Along & Learn Along Songs",,,,110.44526,-21.412,"nan",92.29,0,2,1,3,1
4511,"A Brazilian in New York","Luiz Bonfa","Solo in Rio 1959",-22.97673,-43.19508,"Rio de Janeiro Brazil",305.65832,-18.713,0.3552855364,105.813,0,4,0.576,4,0.141
4512,"De Kommissar 1","Der Plan","Die Letzte Rache (+Bonus)",,,,26.67057,-18.169,"nan",35.898,0,6,0.16,4,0
4513,"Ji Xiang Yan Chu","Dylan Kuo","Not Anymore",,,,230.29506,-5.614,"nan",100.173,0,1,0.515,4,0.531
4514,"Crawling Up A Hill - version 2 - mono_ live","John Mayall & The Bluesbreakers","Plays John Mayall (Live At Klooks Kleek)",,,,142.602,-4.62,"nan",166.238,0,8,0.416,1,0
4515,"Slimy Little Troll","Mack and Jamie","Extreme Channel Surfing",,,,66.42893,-15.755,"nan",186.13,0,8,0.14,4,0.451
4516,"Walk With Me","Angélla Christie","Eternity",,,,348.36853,-8.665,0.2048827177,111.465,0,5,0.497,4,0.521
4517,"No seamos tontos","Yahir","Con el alma entre las manos",29.07904,-110.94695,"Hermosillo Sonora Mexico",216.81587,-5.737,0,131.938,0,0,0.578,4,0.31
4518,"First Blood","Jerry Goldsmith","Rambo - First Blood",34.05349,-118.24532,"Los Angeles CA",281.28608,-18.719,"nan",77.306,1985,1,0.146,5,0.263
4519,"De Tree Little Pigs","Mario Rosenstock","Gift 2",,,,319.63383,-5.849,"nan",79.09,0,10,0.111,3,0.674
4520,"Hero In A Dream","Ensiferum","Ensiferum",,,"Helsinki Finland",218.61832,-2.599,0.6910425456,200.061,1999,9,0.336,4,0.423
4521,"Epilog","Neviss","Backseat Travelling",,,,53.39383,-31.412,"nan",160.409,2003,1,0.133,7,0.664
4522,"Raising Children","The Race","Raising Children/Go Figure",,,,225.17506,-5.298,"nan",118.043,2006,11,0.39,4,0.78
4523,"Why Do All Girls Think They're Fat (Album)","Reel Big Fish","Monkeys For Nothin' And The Chimps For Free",,,"Orange County CA",153.67791,-4.188,"nan",159.723,2007,2,0.46,4,0.453
4524,"De Bombacha Y Alpargatas","Chango Spasiuk","15 Grandes Éxitos",-37.0907,-63.58481,"Argentina",131.57832,-13.763,0,194.156,0,9,0.15,4,0
4525,"Upon The Shores [Explicit]","Trivium","Shogun",,,"Orlando FL",321.17506,-3.973,0.4740548309,100.604,2008,4,0.597,4,0.448
4526,"Get On Top (Album Version)","Red Hot Chili Peppers","Californication",,,,198.05995,-1.479,"nan",76.986,1999,4,0.455,3,0.92
4527,"Mumbo Jumbo (jazz)","Chris Standring","Soul Express",,,"California - LA",257.59302,-9.449,0.4944895175,97.959,2006,9,0.694,4,0
4528,"Moon Going Down","Charley Patton","Essential Delta Blues",32.33112,-90.60536,"Edwards MS",196.62322,-15.164,"nan",107.877,1930,10,0.346,1,0
4529,"Ice Cream Man","Martin Sexton","Live Wide Open",,,"Syracuse NY",352.88771,-8.733,0.3041695034,133.391,2001,2,0.5,4,0.806
4530,"Talk About Us","Jennifer Lopez","On The 6 / J. Lo (Coffret 2 CD)",,,"The Bronx New York",275.69587,-6.518,"nan",80.979,1999,6,0.75,4,0.388
4531,"Der Wind Hat Mir Ein Lied Erzählt (from ""La Habanera"")","Quadro Nuevo","CinéPassion",,,,221.28281,-10.566,0.2150803185,110.551,0,2,0.761,3,0.876
4532,"Gangster Of Love","Chris Farlowe","Glory Bound [Original Recording Remastered]",,,"Essex England",242.88608,-13.224,"nan",122.298,0,7,0.093,4,0.546
4533,"Your God Isn't Listening","Steve Wilson","Steppin' It Up A Notch",31.1689,-100.07715,"Texas",260.38812,-14.51,0,100.006,0,7,0.598,4,0.116
4534,"Yippiyo-Ay","The Presets","Apocalypso",,,"Sydney Australia",271.85587,-4.002,0.6631248014,120.119,2008,4,0.243,4,1
4535,"Señora (bonus track)","Francisco Céspedes","Vida loca",,,,204.53832,-9.84,0.5375039042,110.666,1998,10,0.692,4,0.88
4536,"Sosa (Explicit)","A.Z.","Pieces Of A Man",,,"Oakland CA",125.41342,-8.005,"nan",180.296,1998,4,0,4,0.888
4537,"Fall Away Into Darkness","The Balustrade Ensemble","Capsules",37.77916,-122.42005,"san francisco",285.3873,-17.057,"nan",116.423,2007,2,0.014,3,0.686
4538,"It Has Been A Long Time_ Hasn't It","Anubis Spire","Old Lions (in the world of snarling sheep)",,,"NY - Upstate NY",316.89098,-18.533,"nan",161.621,0,9,0.639,4,0.676
4539,"Glo-Billy-Vee-Vee","Beaver Harris","African Drums",,,"Pittsburgh PA",193.4624,-12.21,"nan",82.571,0,2,0.822,3,0.737
4540,"Hey Joe","The Creation","Our Music Is Red  - With Purple Flashes",51.55615,-0.25969,"Middlesex England",250.27873,-10.612,0.4330050773,85.453,1967,9,0.886,1,0.134
4541,"Brokÿn Nëedle","Ultimate Fakebook","This Will Be Laughing Week",39.17881,-96.56183,"Manhattan Kansas",149.55057,-3.287,0.3589765264,115.606,0,2,0.497,4,1
4542,"Empty Arms","Stevie Ray Vaughan And Double Trouble","Martin Scorsese Presents The Blues: Stevie Ray Vaughan",32.77815,-96.7954,"Dallas TX",184.2673,-10.72,0.6934784708,98.623,1996,6,0.205,1,0
4543,"You Are God (Broken Album Version)","Darwin Hobbs","Broken",,,,352.86159,-9.055,0.3759843015,41.21,2003,8,0.554,4,0
4544,"winning friends","Prisma","Contact?",46.8132,8.22395,"Switzerland",219.66322,-10.037,"nan",194.704,0,9,0.743,3,1
4545,"Risen From Within","Astarte","Rise From Within",37.97615,23.73641,"Athens Greece",173.81832,-6.241,0.4348380903,161.782,2000,4,0.711,3,0.343
4546,"Humppa","Elakelaiset","In Humppa We Trust-Live!",,,,182.83057,-11.931,0.4444017145,166.906,1996,2,0.892,1,0
4547,"Blues","Terry Callier","Essential_ The Very Best Of...",41.88415,-87.63241,"Chicago",180.50567,-8.154,0.3603705827,109.018,2001,7,0.695,3,1
4548,"Bounce Back","DJ Spinn","Juke Trax Online Vol. 6",,,,240.43057,-13.159,"nan",120.231,0,11,0.706,3,1
4549,"Neon Rainbow","The Box Tops","The Letter/Neon Rainbow",35.14968,-90.04892,"Memphis TN",177.3971,-10.393,"nan",117.381,1967,0,0.552,4,0
4550,"Dem a Talk","Kiprich","Chiney Flava Riddim",,,,208.3522,-9.693,"nan",183.827,0,5,0.39,4,0.708
4551,"Forever Consumed Oblivion","Goatwhore","A Haunting Curse",29.95369,-90.07771,"New Orleans LA",225.64526,-4.442,0.5147533243,110.994,2006,10,0.224,4,0
4552,"McDermott's / Boys of Blue Hill","Séamus Egan","In Your Ear",,,,276.16608,-11.404,"nan",201.651,0,2,0.588,1,0
4553,"Doggin' Around","Rita Chiarelli","No-One to Blame",,,,237.7922,-9.517,0,90.282,2004,5,0.39,3,0.685
4554,"Roger Milla (Stadium Mix)","Pepe Kalle","Larger Than Life",,,,366.13179,-9.381,"nan",140.316,0,7,0.63,4,0.656
4555,"Walk Away","Christina Aguilera","Christina Aguilera/Stripped",,,,347.84608,-6.774,0.6803349346,152.214,2002,4,0.3,3,1
4556,"Everything's Gone","David Tao","David Tao",,,,242.59873,-11.484,"nan",151.882,0,8,0.509,4,0.963
4557,"La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07)","Jaime Urrutia","En Joy",,,,233.50812,-2.999,"nan",102.165,0,2,0.745,4,0.649
4558,"Mais La Vie","Maurane / Lara Fabian","Quand L'Humain Danse",50.82056,4.37967,"Ixelles Belgium",198.86975,-13.637,0.225768116,107.087,2003,0,0.588,4,0.961
4559,"Rockin' Every Night (Live)","Gary Moore","Rockin' Every Night (Gary Moore Live In Japan)",54.5958,-5.93494,"Belfast Northern Ireland",198.79138,-11.105,0.2707759989,100.081,2005,7,0,4,0.318
4560,"Fall In Love [Rub A Dub Mix]","John Legend [feat. Buju Banton]","Strictly The Best Vol. 40",19.59009,-155.43414,"Hawaii",184.73751,-7.397,"nan",162.876,0,5,0.578,4,0.043
4561,"Chanson Réaliste","Acorps de Rue","Dans un élan",,,,194.79465,-7.434,"nan",73.136,0,5,0.418,1,0
4562,"Trong Com","Kitaro","Heaven & Earth",,,"Toyohashi Japan",43.51955,-23.874,0.3603705827,35.931,1993,10,0.422,4,0
4563,"Closed Eyes","Bury Your Dead","It's Nothing Personal",42.31256,-71.08868,"Boston Massachusetts",290.63791,-6.664,0.5333708783,123.635,2009,4,0.005,4,0.892
4564,"Going Home","Izzy","Ascolta",,,,277.10649,-17.91,0.3759843015,88.761,0,1,0.659,1,0
4565,"Doble Bombo","Las Ketchup","Un Blodymary",,,,171.80689,-4.134,0.2399368244,167.954,2006,0,0.764,1,0
4566,"A Legend In My Time","Don Gibson","Country Greats",,,"Shelby North Carolina",152.58077,-14.28,"nan",80.738,1987,2,0.943,3,0.877
4567,"American Journey/IV. Arts and Sports","John Williams","An American Journey",,,"NEW YORK New York",157.28281,-17.941,"nan",138.508,0,2,0.771,1,0
4568,"Railroad Boogie","Pee Wee King","Black Diamond Express To Hell",43.04181,-87.90684,"Milwaukee WI",154.69669,-11.473,0,89.201,0,5,0.155,4,0.307
4569,"Le gardien de musée","Les Blaireaux","En concert au Splendid",50.63718,3.06281,"Lille (59)",297.76934,-9.911,"nan",140.173,2007,0,0.276,4,0.441
4570,"The President's Speech","James Horner","Deep Impact - Music from the Motion Picture",34.05349,-118.24532,"Los Angeles CA",269.7922,-36.835,"nan",76.499,1998,2,0.689,5,0.333
4571,"Big Guys Throw Cones","Our Time Down Here","Live_ Love_ Let Go",54.31392,-2.23218,"Great Britain / UK",75.49342,-2.844,"nan",126.4,0,6,0.041,4,0.18
4572,"Damien","DMX","It's Dark And Hell Is Hot",,,,222.09261,-7.974,0.6782359254,106.769,1998,10,0.39,4,0.564
4573,"Sencillamente","Bersuit Vergarabat","Testosterona",-34.60852,-58.37354,"Buenos Aires",307.35628,-7.769,0.5147533243,135.982,2005,6,0.376,4,0.865
4574,"I've Won (Introduction - Speaking)","The Nelons","Hallelujah Live",,,,91.95057,-30.293,"nan",72.001,0,6,0.281,5,0.539
4575,"Serve The Ego (Hani Num Dub)","Jewel","Serve The Ego",,,"Payson UT",529.91955,-6.076,0.345802234,85.316,0,0,0.946,5,0.758
4576,"Bury Your Head","Saosin","Saosin EP",,,"California",212.29669,-3.753,0.7477548155,85.029,2005,6,0.546,4,0.367
4577,"Poppin' Them Thangs","G-Unit","Hot Joints 2",,,"ABD",242.52036,-1.622,0.7618780777,88.043,2003,11,0.639,4,1
4578,"Mudhump","C-Side & Petit Mal","Swarm Warnings",,,"Nashua USA",212.47955,-11.828,"nan",135.087,0,4,0.236,4,0.931
4579,"Still In Love","Nick Cave & The Bad Seeds","Nocturama",,,,283.74159,-11.766,0.5917584508,116.621,2003,0,0.88,1,0
4580,"Old Broom","Wailing Souls","Sly & Robbie present Taxi",,,,204.85179,-9.99,"nan",146.445,1981,7,0.588,4,0.433
4581,"Good Looking Girl Blues","Furry Lewis","In His Prime 1927-1928",,,"Greenwood MS",171.49342,-14.876,0.5254971189,136.915,0,8,0.41,1,0.488
4582,"Danny Boy","Hank Locklin","RCA Country Legends",,,"McLellan FL",146.83383,-13.12,0.3759843015,90.61,0,7,0.666,4,0.603
4583,"Poikamies (2009)","Murskahumppa","Poikamies (2009)",,,,145.76281,-8.189,"nan",130.756,0,9,0.846,1,0
4584,"Råskevärsrock","Bröderna Djup","Bröderna Djup - Vi bor på landet",,,,126.6673,-9.221,"nan",135.407,0,9,0.42,4,0.492
4585,"Pak shte te obicham","Lili Ivanova","Tango",,,,253.70077,-6.097,"nan",124.025,0,6,0.419,4,0
4586,"Jamboree","Naughty By Nature;Naughty By Nature featuring Zhane","Nineteen Naughty Nine Nature's Fury",,,"East Orange NJ",213.91628,-8.983,0.5537788461,91.981,0,0,0.7,4,1
4587,"Cajun Blood","Jo-El Sonnier","Cajun Blood",30.23513,-92.26831,"Rayne LA",233.01179,-6.589,0.2782931196,169.235,0,7,0.807,4,0.77
4588,"Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?","Ramón Vargas;Vladimir Jurowski","Massenet: Werther",,,,278.38649,-23.095,"nan",127.113,0,7,0.313,1,0.446
4589,"No Quieras Marcharte","Los Chichos","Adelante",,,,191.68608,-10.764,"nan",150.955,1984,0,0.501,4,0.6
4590,"If I...","Foxy Brown","Ill Na Na",,,,222.92853,-9.035,0.5889221676,93.056,0,1,0.329,4,1
4591,"Theresa","Portable","Distance",,,,362.60526,-18.152,0,116.005,2003,10,0.505,4,1
4592,"D Shuffle Jam (Part 2)","Christian McBride","Live At Tonic",39.95227,-75.16237,"Philadelphia PA",692.06159,-9.479,"nan",121.201,0,0,0.68,4,0.912
4593,"Murder One","Bone Thugs-N-Harmony","BTNHRESURRECTION",,,"Cleveland OH",255.73832,-5.724,0.4740548309,101.167,2000,9,0.556,1,1
4594,"Sajana (Ft Faheem Mazhar)","Niraj Chag","The Lost Souls Bonus EP",,,,262.5824,-5.644,"nan",90.013,0,9,0.317,5,0.386
4595,"On My Feet Again","Utopia","Utopia",,,"ITALY",239.59465,-10.653,"nan",173.841,0,2,0.167,3,0.302
4596,"Story Of An Artist (Don't Be Scared)","Daniel Johnston","Welcome to my World",,,"Sacramento CA",311.53587,-12.743,0.6874706409,106.742,0,0,0.669,4,0.431
4597,"When I Was A Cowboy (Western Plains) (LP Version)","Jim Kweskin","Garden Of Joy",41.05182,-73.54223,"Stamford CT",208.90077,-15.279,"nan",160.981,0,10,0.561,4,0.149
4598,"Bedroom Acoustics","Muse","Plug In Baby",54.31407,-2.23001,"UK",156.96934,-20.816,0.6528356954,127.547,0,4,0.772,1,0.168
4599,"Deep Sea Creature","Mastodon","Call of the Mastodon",,,"Atlanta GA",280.21506,-3.306,0.5976407977,173.205,2001,5,0.555,5,0.12
4600,"Ad Te Clamamus Exsvles Mortva Liberi","Enthroned","Pentagrammaton",50.45663,4.87137,"Belgica -- Namur Namur/Ghent East Flanders",89.15546,-20.359,"nan",90.66,2010,2,0,3,0.524
4601,"Segredo","João Gilberto","Joao Voz E Violato",,,,197.19791,-29.75,0.6316008181,127.782,2000,4,0.665,4,0.226
4602,"I Destructor (Lenny Dee Mix)","Ultraviolence","Blown Away",,,,367.41179,-9.249,0.2150803185,174.57,0,1,0.343,4,0.315
4603,"Ju Ju","String Trio Of New York","Intermobility",,,,392.4371,-18.245,0,130.316,0,9,0.594,5,1
4604,"Teenage Baby (Digitally Remastered)","T-Bone Walker","Bobby Sox Blues - EP",33.01158,-94.365,"Linden TX",123.29751,-11.124,"nan",162.855,0,8,0.003,4,0.477
4605,"La Sitiera","Orquesta Broadway","Tiqui_ Tiqui",,,,226.66404,-8.612,0,95.243,0,9,0.046,4,0.377
4606,"It Must Be","David Martin","Something in Your Eyes",37.77916,-122.42005,"California - SF",286.4322,-8.57,0,133.925,0,4,0.505,4,0
4607,"The Truth","MN","Speed 002",,,,378.06975,-12.371,"nan",136.95,0,11,0,3,0
4608,"Shadow","Warren Barfield","Reach",,,,207.51628,-6.748,0,117.985,2006,11,0.574,4,0.746
4609,"I'm Not Done","Fever Ray","Live In Lulea",,,"Stockholm",280.24118,-9.074,0.5543841212,64.811,2009,0,0,4,0.24
4610,"Sittin' On Top of the Wolrd","Bob Wills","Bob Wills and His Texas Playboys 1932-1947",31.30757,-96.63166,"Kosse TX",201.76934,-15.653,"nan",95.655,0,7,1,1,0.053
4611,"Bo Diddley","The Animals_ Sonny Boy Williamson","The Animals with Sonny Boy Williamson",54.97791,-1.61237,"Newcastle",463.49016,-9.492,0.2884816427,81.111,1973,10,0.124,3,1
4612,"Big Business","Dilated Peoples","Neighborhood Watch",34.05349,-118.24532,"Los Angeles California",149.91628,-8.225,0.558997327,165.546,2004,11,0.452,3,0.6
4613,"When Those Two Towers Fell","New Roanoke Jug Band","Play It For A Long Time",38.00335,-79.77127,"Virginia",178.20689,-13.873,0,96.212,0,0,0.73,1,0
4614,"Ignis","Floor","Its Not The Same",,,,144.92689,-9.105,0.2669551863,144.803,2009,4,0.597,4,0
4615,"Close Up","Charles Williams","Close Up",31.1689,-100.07715,"Texas",64.05179,-14.493,"nan",102.95,0,5,0.331,5,0.269
4616,"La boîte à hein biloute","Blingtones","Sonneries ch'ti By Blingtones",,,,9.66485,-12.838,"nan",67.046,0,4,0,1,0
4617,"Full Of Voices","Maximilian Hecker","Live Radio Sessions",,,,205.7922,-8.059,"nan",129.488,2005,8,0.506,5,0.737
4618,"Don't Go Knockin' On My Door","Britney Spears","Oops!... I Did It Again",34.05349,-118.24532,"Kentwood LA; Los Angeles CA",223.52934,-5.304,0.6504058079,111.004,2000,10,0.529,4,1
4619,"Fool For Your Loving","Whitesnake","Whitesnake's Greatest Hits",51.50632,-0.12714,"London England",250.3571,-7.356,0.8525913797,125.783,1980,7,0.342,4,0.387
4620,"More Where That Came From - Original","Leroy Hutson","Leroy Hutson Selected Hits Vol. 2",40.73197,-74.17418,"Newark NJ",323.99628,-17.92,"nan",183.935,0,7,0.702,4,0.468
4621,"Jimi Baby","Slightly Stoopid","Winter Tour '05 - '06",32.74838,-117.24681,"Ocean Beach San Diego CA",118.49098,-12.708,0.3277366832,173.709,0,9,0.671,4,0.519
4622,"Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester)","Indigenous","Uganda",,,"South Dakota",201.482,-6.724,0,108.018,0,5,0.296,4,1
4623,"I Worship You","True Believers","Break Through",,,,281.88689,-8.672,0.2607841279,92.881,0,4,0.625,4,0.941
4624,"Si No Te Hubieras Ido","Charlie Cruz","Asi Soy",,,,288.83546,-2.968,0,200.534,0,2,0.278,4,0
4625,"Cold Blood (LP Version)","Kix","Blow My Fuse",39.6425,-77.71758,"Hagerstown MD",257.2273,-2.769,0.2726022467,140.994,0,1,0.747,4,0.381
4626,"Lunes Por La Madrugada","Los Abuelos De La Nada","El Album",,,,194.01098,-14.409,"nan",139.685,1984,2,0.529,4,0
4627,"Pass Through My Will","John Michael Talbot","Master Collection_ Vol. 1",35.472,-97.52033,"Oklahoma City OK",113.78893,-21.506,"nan",96.709,1989,5,0.12,3,0.417
4628,"Sacrifice for the Slaughtergod","Skeletonwitch","Beyond the Permafrost",,,,173.37424,-5.516,0.5809008738,201.333,2007,9,0.468,4,0
4629,"Damit Du Dich in mich verliebst","Lara","Wahnsinn",,,,192.46975,-6.533,"nan",81.986,2009,2,0.497,4,0.824
4630,"On The Brink","Dinosaur Jr","Without A Sound",,,"Amherst MA",194.40281,-6.942,0.5899462187,145.228,1994,7,0.545,4,0
4631,"Drive By Music","Outerspace","Blood Brothers",39.95227,-75.16237,"Philadelphia PA",200.9073,-4.982,0.4408264405,181.889,2006,10,0.476,4,0.577
4632,"Consuelate Como Yo","Los Van Van","Llego... Van Van",21.51102,-77.80679,"Cuba",263.60118,-6.017,0.4663048308,130.691,0,6,0.532,4,0
4633,"Ruby D.","Les Sexareenos","14 Frenzied Shakers",,,,98.89914,-7.268,0.5610187159,182.57,2001,4,0.345,1,0
4634,"This This (LP Version)","Nicole C. Mullen","Everyday People",,,,164.8322,-5.946,0,130.64,0,9,0.31,5,0.885
4635,"Half The Fun","Snow Patrol","Final Straw",,,"Dundee Scotland",174.602,-4.022,0.7022897772,142.01,2004,11,0.668,4,0.724
4636,"Que Cosas_ Que Cosas","Gloria Lasso","Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso)",,,,160.70485,-19.376,"nan",123.049,0,10,0.592,4,0.139
4637,"San Xuan","Hevia","Étnico Ma Non Troppo",,,,261.32853,-5.764,0.424090811,125.02,2003,0,0.649,4,0.962
4638,"Le Zoo De Vincennes","Benabar","Les Risques du Métier",,,,238.44526,-11.258,0.4649239942,88.018,2003,4,0.455,5,0.412
4639,"Adios...Borron Y Cuenta Nueva","Los Iracundos","Discografía Completa Volumen 14",,,,259.23873,-7.582,"nan",92.785,0,2,0.788,4,0.983
4640,"Mele Wich Ayee (Shaan Remix)","Bally Sagoo","Wham Bam!! Bhangra Remixes",,,,373.39383,-12.392,0,111.901,0,6,0.527,4,0.854
4641,"Outro Duction","Marcus Miller","Original Album Classics",40.65507,-73.94888,"Brooklyn NY",52.00934,-13.227,0.6090439427,78.382,2005,9,0.682,3,0.522
4642,"Faithful and True (Collectors Version)","Z.Z. Hill","The Brand New Z.Z. Hill",33.20271,-94.68121,"Naples TX",333.322,-8.301,0.2337627058,73.545,1971,10,0.385,3,0.342
4643,"A Hard Road","John And The Bluesbreakers Mayall","PADLOCK ON THE BLUES",,,,304.8224,-6.356,0.5317220984,94.304,1967,7,0.141,3,1
4644,"Laughed At The Judge","The Grease Band","Grease Band & Amazing Grease",,,,325.25016,-16.021,0.2194821717,123.891,0,6,0.009,4,0.491
4645,"Oh Oh Oh Baby","Checkers","Flame In My Heart",,,,135.70567,-13.42,"nan",135.048,0,1,0.744,4,0.782
4646,"Crimson And Clover","Tommy James & The Shondells","The Boat That Rocked",39.75911,-84.19444,"Dayton OH",324.70159,-11.359,0.6972414451,167.841,1969,11,1,4,0
4647,"XI GUAN LIANG GE REN","Jerry Yan","My Secret Lover_ Jerry Yan",,,,252.18567,-10.803,"nan",117.892,0,11,0.571,4,1
4648,"Christina Christina Blues","Champion Jack Dupree","Champion Jack Dupree Of New Orleans",,,"New Orleans LA",200.80281,-21.723,0,95.026,0,3,0.524,4,0.718
4649,"Isn't That Just Like God (Low Key Performance Track Without Background Vocals)","Babbie Mason","Isn't That Just Like God (Studio Track)",,,"United States",236.2771,-17.263,"nan",141.022,0,2,0.624,4,0.584
4650,"Barrage","Charles Williams","Moods",31.1689,-100.07715,"Texas",87.87546,-12.91,0,74.666,0,0,0.671,1,0
4651,"Slamka Spasa","Reni","Reni 2001",53.4796,-2.24881,"Manchester England",222.14485,-3.826,"nan",92.68,0,0,0.486,1,1
4652,"Melodica","Baby Grand","Future Chill",37.27188,-119.27023,"California",294.55628,-9.042,0,114.011,0,9,0.1,4,0.704
4653,"Shuncata Penda","Pardesi","Pump Up The Bhangra",,,,309.26322,-12.597,"nan",106.438,0,1,0.471,4,1
4654,"Between Eunice & Opelousas","Steve Riley & The Mamou Playboys","La Toussaint",,,,182.22975,-3.959,"nan",225.669,1995,0,0.85,1,0
4655,"Monarchy Now","Falco","Nachtflug",48.20254,16.3688,"Vienna Austria",252.96934,-8.726,"nan",94.777,1992,11,0.457,4,0.751
